auctions,repetition,bandwidth_exponent,method,bandwidth,true_reserve,population_target,population_target_bias,reserve_estimate,reserve_error,standard_error,ci_lower,ci_upper,confidence_set_length,confidence_hull_length,confidence_set_components,covers_exact_reserve,covers_population_target,bias_point,bias_upper_bound,richardson_difference,richardson_difference_se,fine_bandwidth_roots,medium_bandwidth_roots,coarse_bandwidth_roots,chain_count,any_multiple_roots,any_missing_root
500,2,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7922137718469137,0.0203570641647927,0.0524755388578728,0.6656745417699226,0.9187530019239049,0.2530784601539821,0.2530784601539821,1,True,True,0.0022306110571264,0.0236871739155604,0.0066918331713792,0.0328416778445418,1,1,1,1,False,False
500,2,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7922137718469137,0.0203570641647927,0.0524755388578728,0.6656745417699226,0.9187530019239049,0.2530784601539821,0.2530784601539821,1,True,True,0.0022306110571264,0.0236871739155604,0.0066918331713792,0.0328416778445418,1,1,1,1,False,False
500,3,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7355902924233226,-0.0362664152587982,0.0287621657920844,0.6792164474708372,0.7919641373758081,0.1127476899049708,0.1127476899049708,1,True,False,0.0111910962757713,0.024632201030519,0.0335732888273141,0.0205731195225729,1,1,1,1,False,False
500,3,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7355902924233226,-0.0362664152587982,0.0287621657920844,0.6545842464403182,0.8165963384063271,0.1620120919660088,0.1620120919660088,1,True,True,0.0111910962757713,0.024632201030519,0.0335732888273141,0.0205731195225729,1,1,1,1,False,False
500,3,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7355902924233226,-0.0362664152587982,0.0287621657920844,0.6545842464403182,0.8165963384063271,0.1620120919660088,0.1620120919660088,1,True,True,0.0111910962757713,0.024632201030519,0.0335732888273141,0.0205731195225729,1,1,1,1,False,False
500,3,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7355902924233226,-0.0362664152587982,0.0287621657920844,0.6792164474708372,0.7919641373758081,0.1127476899049708,0.1127476899049708,1,True,False,0.0111910962757713,0.024632201030519,0.0335732888273141,0.0205731195225729,1,1,1,1,False,False
500,3,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7355902924233226,-0.0362664152587982,0.0287621657920844,0.6545842464403182,0.8165963384063271,0.1620120919660088,0.1620120919660088,1,True,True,0.0111910962757713,0.024632201030519,0.0335732888273141,0.0205731195225729,1,1,1,1,False,False
500,3,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7355902924233226,-0.0362664152587982,0.0287621657920844,0.6545842464403182,0.8165963384063271,0.1620120919660088,0.1620120919660088,1,True,True,0.0111910962757713,0.024632201030519,0.0335732888273141,0.0205731195225729,1,1,1,1,False,False
500,4,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7349956557514338,-0.0368610519306871,0.0224075294800232,0.6910768979705882,0.7789144135322793,0.087837515561691,0.087837515561691,1,True,False,0.0097439420559063,0.0213417825668415,0.0292318261677189,0.0177517967004111,1,1,1,1,False,False
500,4,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7349956557514338,-0.0368610519306871,0.0224075294800232,0.6697351154037466,0.8002561960991209,0.1305210806953742,0.1305210806953742,1,True,True,0.0097439420559063,0.0213417825668415,0.0292318261677189,0.0177517967004111,1,1,1,1,False,False
500,4,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7349956557514338,-0.0368610519306871,0.0224075294800232,0.6697351154037466,0.8002561960991209,0.1305210806953742,0.1305210806953742,1,True,True,0.0097439420559063,0.0213417825668415,0.0292318261677189,0.0177517967004111,1,1,1,1,False,False
500,4,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7349956557514338,-0.0368610519306871,0.0224075294800232,0.6910768979705882,0.7789144135322793,0.087837515561691,0.087837515561691,1,True,False,0.0097439420559063,0.0213417825668415,0.0292318261677189,0.0177517967004111,1,1,1,1,False,False
500,4,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7349956557514338,-0.0368610519306871,0.0224075294800232,0.6697351154037466,0.8002561960991209,0.1305210806953742,0.1305210806953742,1,True,True,0.0097439420559063,0.0213417825668415,0.0292318261677189,0.0177517967004111,1,1,1,1,False,False
500,4,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7349956557514338,-0.0368610519306871,0.0224075294800232,0.6697351154037466,0.8002561960991209,0.1305210806953742,0.1305210806953742,1,True,True,0.0097439420559063,0.0213417825668415,0.0292318261677189,0.0177517967004111,1,1,1,1,False,False
500,5,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7323511414084429,-0.0395055662736779,0.0576236929223646,0.6194087032806082,0.8452935795362777,0.2258848762556695,0.2258848762556695,1,True,True,0.0275812489875498,0.0548154945788942,0.0827437469626496,0.04168506978267,1,1,1,1,False,False
500,5,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7323511414084429,-0.0395055662736779,0.0576236929223646,0.5645932087017139,0.9001090741151719,0.335515865413458,0.335515865413458,1,True,True,0.0275812489875498,0.0548154945788942,0.0827437469626496,0.04168506978267,1,1,1,1,False,False
500,5,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7323511414084429,-0.0395055662736779,0.0576236929223646,0.5645932087017139,0.9001090741151719,0.335515865413458,0.335515865413458,1,True,True,0.0275812489875498,0.0548154945788942,0.0827437469626496,0.04168506978267,1,1,1,1,False,False
500,5,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7323511414084429,-0.0395055662736779,0.0576236929223646,0.6194087032806082,0.8452935795362777,0.2258848762556695,0.2258848762556695,1,True,True,0.0275812489875498,0.0548154945788942,0.0827437469626496,0.04168506978267,1,1,1,1,False,False
500,5,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7323511414084429,-0.0395055662736779,0.0576236929223646,0.5645932087017139,0.9001090741151719,0.335515865413458,0.335515865413458,1,True,True,0.0275812489875498,0.0548154945788942,0.0827437469626496,0.04168506978267,1,1,1,1,False,False
500,5,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7323511414084429,-0.0395055662736779,0.0576236929223646,0.5645932087017139,0.9001090741151719,0.335515865413458,0.335515865413458,1,True,True,0.0275812489875498,0.0548154945788942,0.0827437469626496,0.04168506978267,1,1,1,1,False,False
500,6,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.786156595706702,0.0142998880245811,0.0470941031698063,0.6938521534938816,0.8784610379195225,0.1846088844256408,0.1846088844256408,1,True,True,0.0042967038552496,0.0249183457248862,0.012890111565749,0.0315637375555661,1,1,1,1,False,False
500,6,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.786156595706702,0.0142998880245811,0.0470941031698063,0.6689338077689954,0.9033793836444088,0.2344455758754133,0.2344455758754133,1,True,True,0.0042967038552496,0.0249183457248862,0.012890111565749,0.0315637375555661,1,1,1,1,False,False
500,6,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.786156595706702,0.0142998880245811,0.0470941031698063,0.6689338077689954,0.9033793836444088,0.2344455758754133,0.2344455758754133,1,True,True,0.0042967038552496,0.0249183457248862,0.012890111565749,0.0315637375555661,1,1,1,1,False,False
500,6,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.786156595706702,0.0142998880245811,0.0470941031698063,0.6938521534938816,0.8784610379195225,0.1846088844256408,0.1846088844256408,1,True,True,0.0042967038552496,0.0249183457248862,0.012890111565749,0.0315637375555661,1,1,1,1,False,False
500,6,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.786156595706702,0.0142998880245811,0.0470941031698063,0.6689338077689954,0.9033793836444088,0.2344455758754133,0.2344455758754133,1,True,True,0.0042967038552496,0.0249183457248862,0.012890111565749,0.0315637375555661,1,1,1,1,False,False
500,6,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.786156595706702,0.0142998880245811,0.0470941031698063,0.6689338077689954,0.9033793836444088,0.2344455758754133,0.2344455758754133,1,True,True,0.0042967038552496,0.0249183457248862,0.012890111565749,0.0315637375555661,1,1,1,1,False,False
500,7,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7987782347679897,0.0269215270858688,0.0449207963709379,0.7107334738809514,0.886822995655028,0.1760895217740765,0.1760895217740765,1,True,True,0.0076238454921586,0.0287871385954402,0.0228715364764758,0.0323927955662474,1,1,1,1,False,False
500,7,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7987782347679897,0.0269215270858688,0.0449207963709379,0.6819463352855112,0.9156101342504682,0.233663798964957,0.233663798964957,1,True,True,0.0076238454921586,0.0287871385954402,0.0228715364764758,0.0323927955662474,1,1,1,1,False,False
500,7,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7987782347679897,0.0269215270858688,0.0449207963709379,0.6819463352855112,0.9156101342504682,0.233663798964957,0.233663798964957,1,True,True,0.0076238454921586,0.0287871385954402,0.0228715364764758,0.0323927955662474,1,1,1,1,False,False
500,7,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7987782347679897,0.0269215270858688,0.0449207963709379,0.7107334738809514,0.886822995655028,0.1760895217740765,0.1760895217740765,1,True,True,0.0076238454921586,0.0287871385954402,0.0228715364764758,0.0323927955662474,1,1,1,1,False,False
500,7,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7987782347679897,0.0269215270858688,0.0449207963709379,0.6819463352855112,0.9156101342504682,0.233663798964957,0.233663798964957,1,True,True,0.0076238454921586,0.0287871385954402,0.0228715364764758,0.0323927955662474,1,1,1,1,False,False
500,7,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7987782347679897,0.0269215270858688,0.0449207963709379,0.6819463352855112,0.9156101342504682,0.233663798964957,0.233663798964957,1,True,True,0.0076238454921586,0.0287871385954402,0.0228715364764758,0.0323927955662474,1,1,1,1,False,False
500,8,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7412383682617046,-0.0306183394204162,0.0382133709832344,0.6663401611345651,0.8161365753888442,0.1497964142542791,0.1497964142542791,1,True,True,0.0138207670184822,0.0315963258164666,0.0414623010554466,0.0272074879560986,1,1,1,1,False,False
500,8,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7412383682617046,-0.0306183394204162,0.0382133709832344,0.6347438353180984,0.8477329012053109,0.2129890658872124,0.2129890658872124,1,True,True,0.0138207670184822,0.0315963258164666,0.0414623010554466,0.0272074879560986,1,1,1,1,False,False
500,8,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7412383682617046,-0.0306183394204162,0.0382133709832344,0.6347438353180984,0.8477329012053109,0.2129890658872124,0.2129890658872124,1,True,True,0.0138207670184822,0.0315963258164666,0.0414623010554466,0.0272074879560986,1,1,1,1,False,False
500,8,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7412383682617046,-0.0306183394204162,0.0382133709832344,0.6663401611345651,0.8161365753888442,0.1497964142542791,0.1497964142542791,1,True,True,0.0138207670184822,0.0315963258164666,0.0414623010554466,0.0272074879560986,1,1,1,1,False,False
500,8,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7412383682617046,-0.0306183394204162,0.0382133709832344,0.6347438353180984,0.8477329012053109,0.2129890658872124,0.2129890658872124,1,True,True,0.0138207670184822,0.0315963258164666,0.0414623010554466,0.0272074879560986,1,1,1,1,False,False
500,8,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7412383682617046,-0.0306183394204162,0.0382133709832344,0.6347438353180984,0.8477329012053109,0.2129890658872124,0.2129890658872124,1,True,True,0.0138207670184822,0.0315963258164666,0.0414623010554466,0.0272074879560986,1,1,1,1,False,False
500,9,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7000434813830282,-0.0718132262990927,0.0234287684171779,0.6541230952853595,0.7459638674806969,0.0918407721953373,0.0918407721953373,1,False,False,0.0125087160421168,0.0240424837700864,0.0375261481263506,0.0176537261142391,1,1,1,1,False,False
500,9,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7000434813830282,-0.0718132262990927,0.0234287684171779,0.6300806115152731,0.7700063512507833,0.1399257397355102,0.1399257397355102,1,False,False,0.0125087160421168,0.0240424837700864,0.0375261481263506,0.0176537261142391,1,1,1,1,False,False
500,9,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7000434813830282,-0.0718132262990927,0.0234287684171779,0.6300806115152731,0.7700063512507833,0.1399257397355102,0.1399257397355102,1,False,False,0.0125087160421168,0.0240424837700864,0.0375261481263506,0.0176537261142391,1,1,1,1,False,False
500,9,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7000434813830282,-0.0718132262990927,0.0234287684171779,0.6541230952853595,0.7459638674806969,0.0918407721953373,0.0918407721953373,1,False,False,0.0125087160421168,0.0240424837700864,0.0375261481263506,0.0176537261142391,1,1,1,1,False,False
500,9,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7000434813830282,-0.0718132262990927,0.0234287684171779,0.6300806115152731,0.7700063512507833,0.1399257397355102,0.1399257397355102,1,False,False,0.0125087160421168,0.0240424837700864,0.0375261481263506,0.0176537261142391,1,1,1,1,False,False
500,9,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7000434813830282,-0.0718132262990927,0.0234287684171779,0.6300806115152731,0.7700063512507833,0.1399257397355102,0.1399257397355102,1,False,False,0.0125087160421168,0.0240424837700864,0.0375261481263506,0.0176537261142391,1,1,1,1,False,False
500,10,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7542456766423243,-0.0176110310397965,0.0397666033452484,0.6763031340856374,0.8321882191990113,0.1558850851133739,0.1558850851133739,1,True,True,0.0070841851817977,0.0240045719200131,0.0212525555453934,0.0258985511299213,1,1,1,1,False,False
500,10,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7542456766423243,-0.0176110310397965,0.0397666033452484,0.6522985621656242,0.8561927911190245,0.2038942289534002,0.2038942289534002,1,True,True,0.0070841851817977,0.0240045719200131,0.0212525555453934,0.0258985511299213,1,1,1,1,False,False
500,10,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7542456766423243,-0.0176110310397965,0.0397666033452484,0.6522985621656242,0.8561927911190245,0.2038942289534002,0.2038942289534002,1,True,True,0.0070841851817977,0.0240045719200131,0.0212525555453934,0.0258985511299213,1,1,1,1,False,False
500,10,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7542456766423243,-0.0176110310397965,0.0397666033452484,0.6763031340856374,0.8321882191990113,0.1558850851133739,0.1558850851133739,1,True,True,0.0070841851817977,0.0240045719200131,0.0212525555453934,0.0258985511299213,1,1,1,1,False,False
500,10,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7542456766423243,-0.0176110310397965,0.0397666033452484,0.6522985621656242,0.8561927911190245,0.2038942289534002,0.2038942289534002,1,True,True,0.0070841851817977,0.0240045719200131,0.0212525555453934,0.0258985511299213,1,1,1,1,False,False
500,10,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7542456766423243,-0.0176110310397965,0.0397666033452484,0.6522985621656242,0.8561927911190245,0.2038942289534002,0.2038942289534002,1,True,True,0.0070841851817977,0.0240045719200131,0.0212525555453934,0.0258985511299213,1,1,1,1,False,False
500,11,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.8024422963081235,0.0305855886260025,0.0429918847284443,0.7181782022403727,0.8867063903758743,0.1685281881355016,0.1685281881355016,1,True,True,0.007764491384021,0.0257583359735836,0.023293474152063,0.0275415988615754,1,1,1,1,False,False
500,11,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.8024422963081235,0.0305855886260025,0.0429918847284443,0.6924198662667891,0.912464726349458,0.2200448600826687,0.2200448600826687,1,True,True,0.007764491384021,0.0257583359735836,0.023293474152063,0.0275415988615754,1,1,1,1,False,False
500,11,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.8024422963081235,0.0305855886260025,0.0429918847284443,0.6924198662667891,0.912464726349458,0.2200448600826687,0.2200448600826687,1,True,True,0.007764491384021,0.0257583359735836,0.023293474152063,0.0275415988615754,1,1,1,1,False,False
500,11,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.8024422963081235,0.0305855886260025,0.0429918847284443,0.7181782022403727,0.8867063903758743,0.1685281881355016,0.1685281881355016,1,True,True,0.007764491384021,0.0257583359735836,0.023293474152063,0.0275415988615754,1,1,1,1,False,False
500,11,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.8024422963081235,0.0305855886260025,0.0429918847284443,0.6924198662667891,0.912464726349458,0.2200448600826687,0.2200448600826687,1,True,True,0.007764491384021,0.0257583359735836,0.023293474152063,0.0275415988615754,1,1,1,1,False,False
500,11,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.8024422963081235,0.0305855886260025,0.0429918847284443,0.6924198662667891,0.912464726349458,0.2200448600826687,0.2200448600826687,1,True,True,0.007764491384021,0.0257583359735836,0.023293474152063,0.0275415988615754,1,1,1,1,False,False
500,12,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7816499253302963,0.0097932176481754,0.0413871516697215,0.7005311080576421,0.8627687426029506,0.1622376345453084,0.1622376345453084,1,True,True,0.0152239365374947,0.0335986911091823,0.0456718096124841,0.0281246243444198,1,1,1,1,False,False
500,12,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7816499253302963,0.0097932176481754,0.0413871516697215,0.6669324169484597,0.8963674337121329,0.2294350167636731,0.2294350167636731,1,True,True,0.0152239365374947,0.0335986911091823,0.0456718096124841,0.0281246243444198,1,1,1,1,False,False
500,12,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7816499253302963,0.0097932176481754,0.0413871516697215,0.6669324169484597,0.8963674337121329,0.2294350167636731,0.2294350167636731,1,True,True,0.0152239365374947,0.0335986911091823,0.0456718096124841,0.0281246243444198,1,1,1,1,False,False
500,12,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7816499253302963,0.0097932176481754,0.0413871516697215,0.7005311080576421,0.8627687426029506,0.1622376345453084,0.1622376345453084,1,True,True,0.0152239365374947,0.0335986911091823,0.0456718096124841,0.0281246243444198,1,1,1,1,False,False
500,12,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7816499253302963,0.0097932176481754,0.0413871516697215,0.6669324169484597,0.8963674337121329,0.2294350167636731,0.2294350167636731,1,True,True,0.0152239365374947,0.0335986911091823,0.0456718096124841,0.0281246243444198,1,1,1,1,False,False
500,12,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7816499253302963,0.0097932176481754,0.0413871516697215,0.6669324169484597,0.8963674337121329,0.2294350167636731,0.2294350167636731,1,True,True,0.0152239365374947,0.0335986911091823,0.0456718096124841,0.0281246243444198,1,1,1,1,False,False
500,13,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7825937082531181,0.0107370005709972,0.0545598432989436,0.6756564153871885,0.8895310011190478,0.2138745857318593,0.2138745857318593,1,True,True,0.0114252267665243,0.0344167047874107,0.034275680299573,0.0351910377870709,1,1,1,1,False,False
500,13,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7825937082531181,0.0107370005709972,0.0545598432989436,0.6412397105997777,0.9239477059064586,0.2827079953066809,0.2827079953066809,1,True,True,0.0114252267665243,0.0344167047874107,0.034275680299573,0.0351910377870709,1,1,1,1,False,False
500,13,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7825937082531181,0.0107370005709972,0.0545598432989436,0.6412397105997777,0.9239477059064586,0.2827079953066809,0.2827079953066809,1,True,True,0.0114252267665243,0.0344167047874107,0.034275680299573,0.0351910377870709,1,1,1,1,False,False
500,13,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7825937082531181,0.0107370005709972,0.0545598432989436,0.6756564153871885,0.8895310011190478,0.2138745857318593,0.2138745857318593,1,True,True,0.0114252267665243,0.0344167047874107,0.034275680299573,0.0351910377870709,1,1,1,1,False,False
500,13,0.35,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7825937082531181,0.0107370005709972,0.0545598432989436,0.6412397105997777,0.9239477059064586,0.2827079953066809,0.2827079953066809,1,True,True,0.0114252267665243,0.0344167047874107,0.034275680299573,0.0351910377870709,1,1,1,1,False,False
500,13,0.35,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7825937082531181,0.0107370005709972,0.0545598432989436,0.6412397105997777,0.9239477059064586,0.2827079953066809,0.2827079953066809,1,True,True,0.0114252267665243,0.0344167047874107,0.034275680299573,0.0351910377870709,1,1,1,1,False,False
500,14,0.2,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7857085422321791,0.0138518345500582,0.0599634043726101,0.6681802696618632,0.9032368148024952,0.2350565451406319,0.2350565451406319,1,True,True,0.0142838518209299,0.042081567205324,0.0428515554627897,0.0425475235475421,1,1,1,1,False,False
500,14,0.2,Selected-root bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7857085422321791,0.0138518345500582,0.0599634043726101,0.6260987024565391,0.9453183820078191,0.31921967955128,0.31921967955128,1,True,True,0.0142838518209299,0.042081567205324,0.0428515554627897,0.0425475235475421,1,1,1,1,False,False
500,14,0.2,Root-robust bias envelope,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7857085422321791,0.0138518345500582,0.0599634043726101,0.6260987024565391,0.9453183820078191,0.31921967955128,0.31921967955128,1,True,True,0.0142838518209299,0.042081567205324,0.0428515554627897,0.0425475235475421,1,1,1,1,False,False
500,14,0.35,Richardson Wald,0.15,0.7718567076821209,0.7987070733585381,0.0268503656764171,0.7857085422321791,0.0138518345500582,0.0599634043726101,0.6681802696618632,0.9032368148024952,0.2350565451406319,0.2350565451406319,1,True,True,0.0142838518209299,0.042081567205324,0.0428515554627897,0.0425475235475421,1,1,1,1,False,False
